,efp,auc,ado
0,EFP_1_0_0_k_0.5_b_0.5,0.9533041839929176,0.9771873647910468
0,EFP_1_0_0_k_1_b_0.5,0.9530605443868894,0.9766375920922294
0,EFP_1_0_0_k_2_b_0.5,0.9533427166901732,0.9778208392600846
0,EFP_2_1_0_k_0.5_b_0.5,0.9533954696382712,0.9774925086071748
0,EFP_2_1_0_k_0.5_b_1,0.9533257481278584,0.9779379478695316
0,EFP_2_1_0_k_0.5_b_2,0.9532506723241312,0.9774499100950425
0,EFP_2_1_0_k_1_b_0.5,0.9534681874709964,0.9775125224762394
0,EFP_2_1_0_k_1_b_1,0.9534522781288112,0.9774530847885384
0,EFP_2_1_0_k_1_b_2,0.9533151683427044,0.977960424126978
0,EFP_2_1_0_k_2_b_0.5,0.9533815275746144,0.9776924219254836
0,EFP_2_1_0_k_2_b_1,0.9531384737032936,0.9772524585373921
0,EFP_2_1_0_k_2_b_2,0.9533249432546412,0.9773978238271264
0,EFP_2_2_0_k_0.5_b_2,0.9532476631456716,0.9773382224741
0,EFP_2_2_0_k_1_b_2,0.9534572567618238,0.9775518739148199
0,EFP_2_2_0_k_2_b_2,0.9533362203277802,0.9776216029636646
0,EFP_2_3_0_k_0.5_b_0.5,0.9533477931963064,0.9774708532274172
0,EFP_2_3_0_k_0.5_b_2,0.9532014934249612,0.9768463554522724
0,EFP_2_3_0_k_1_b_1,0.9532010388357556,0.9773984269767546
0,EFP_2_3_0_k_1_b_2,0.9533286637692469,0.9774674795605878
0,EFP_2_3_0_k_2_b_0.5,0.9529600140436706,0.9766207537067644
0,EFP_2_3_0_k_2_b_1,0.953315651300235,0.9776409940261462
0,EFP_2_3_0_k_2_b_2,0.9532157092517528,0.9774306085130501
0,EFP_2_4_0_k_0.5_b_2,0.9533402569260052,0.9771216515500942
0,EFP_2_4_0_k_1_b_2,0.953280585106676,0.9773464315873632
0,EFP_2_4_0_k_2_b_2,0.9532097714797568,0.9773984995480663
0,EFP_2_5_0_k_0.5_b_0.5,0.9530329480068706,0.9768246448160686
0,EFP_2_5_0_k_0.5_b_1,0.9533007134651752,0.9774546359436648
0,EFP_2_5_0_k_0.5_b_2,0.9531534636909508,0.977258770785588
0,EFP_2_5_0_k_1_b_0.5,0.9533575294758008,0.9776256345544392
0,EFP_2_5_0_k_1_b_1,0.9531603507378176,0.9771624069940028
0,EFP_2_5_0_k_1_b_2,0.9532537335351864,0.9772403446257978
0,EFP_2_5_0_k_2_b_0.5,0.9532872519270208,0.9774403136393628
0,EFP_2_5_0_k_2_b_1,0.9530747555096274,0.9772629669319656
0,EFP_2_5_0_k_2_b_2,0.9532153082631608,0.9775567262793966
0,EFP_3_2_0_k_0.5_b_0.5,0.9532745024530208,0.977563405324482
0,EFP_3_2_0_k_0.5_b_1,0.9532270656218,0.977143196581032
0,EFP_3_2_0_k_0.5_b_2,0.9532654203650176,0.9772356196448438
0,EFP_3_2_0_k_1_b_0.5,0.9531810034863216,0.977006059740095
0,EFP_3_2_0_k_1_b_1,0.9532038019233968,0.9771681177243092
0,EFP_3_2_0_k_1_b_2,0.952851242942083,0.9770027934754688
0,EFP_3_2_0_k_2_b_0.5,0.9532790326008976,0.9774450394418815
0,EFP_3_2_0_k_2_b_1,0.9533476196983196,0.9774126560086822
0,EFP_3_2_0_k_2_b_2,0.9533647434064112,0.9776899958579636
0,EFP_3_3_0_k_0.5_b_0.5,0.9531255565473732,0.9767483303365014
0,EFP_3_3_0_k_0.5_b_1,0.953316712392386,0.9772741137939892
0,EFP_3_3_0_k_0.5_b_2,0.953322572075488,0.9777460790940136
0,EFP_3_3_0_k_1_b_0.5,0.9531324922107968,0.9770666835773067
0,EFP_3_3_0_k_1_b_1,0.9534528896798142,0.9776602234780376
0,EFP_3_3_0_k_1_b_2,0.9531463787778182,0.9775277561711374
0,EFP_3_3_0_k_2_b_0.5,0.9533431593272421,0.9769939635242744
0,EFP_3_3_0_k_2_b_1,0.9532024845483108,0.9773334970889233
0,EFP_3_3_0_k_2_b_2,0.9532745768058722,0.9769047500549868
0,EFP_3_4_0_k_0.5_b_0.5,0.9532791803305892,0.9774033521705624
0,EFP_3_4_0_k_0.5_b_1,0.9532514003084674,0.9774314112371744
0,EFP_3_4_0_k_0.5_b_2,0.9530997270835884,0.9769321353488114
0,EFP_3_4_0_k_1_b_0.5,0.9533427831069335,0.9772717056254816
0,EFP_3_4_0_k_1_b_1,0.9532931035300302,0.9773737240761492
0,EFP_3_4_0_k_1_b_2,0.9532101750843788,0.977422581271804
0,EFP_3_4_0_k_2_b_0.5,0.953351362213177,0.977373615100204
0,EFP_3_4_0_k_2_b_1,0.953265465445534,0.9772949845877216
0,EFP_3_4_0_k_2_b_2,0.9532789021834042,0.9775992525056952
0,EFP_3_4_1_k_0.5_b_2,0.9532006926957916,0.9771456597945508
0,EFP_3_4_1_k_1_b_2,0.9533273327380044,0.977795063090052
0,EFP_3_4_1_k_2_b_2,0.953235872714654,0.9769193658825956
0,EFP_3_5_0_k_0.5_b_0.5,0.9533266923146706,0.9774122727801792
0,EFP_3_5_0_k_0.5_b_1,0.9530497717995275,0.9771906123094436
0,EFP_3_5_0_k_0.5_b_2,0.9532726826321812,0.977376953117161
0,EFP_3_5_0_k_1_b_0.5,0.9534639870868956,0.978259089617439
0,EFP_3_5_0_k_1_b_1,0.953315867870715,0.9775141459718196
0,EFP_3_5_0_k_1_b_2,0.9531283380352252,0.9774475743399232
0,EFP_3_5_0_k_2_b_0.5,0.9532840324581532,0.9774595970501612
0,EFP_3_5_0_k_2_b_1,0.9532458403327976,0.9777348409562692
0,EFP_3_5_0_k_2_b_2,0.9533549375341196,0.9778263693057808
0,EFP_3_5_1_k_0.5_b_0.5,0.9530084029817943,0.977294893458184
0,EFP_3_5_1_k_0.5_b_1,0.9532622176483418,0.9776140848846608
0,EFP_3_5_1_k_0.5_b_2,0.9532788596549172,0.977302245533256
0,EFP_3_5_1_k_1_b_0.5,0.9533084948182828,0.9772331932047958
0,EFP_3_5_1_k_1_b_1,0.9532766545336652,0.9777630077013104
0,EFP_3_5_1_k_1_b_2,0.9532714650262376,0.9777188222450552
0,EFP_3_5_1_k_2_b_0.5,0.9531852516869695,0.9774153567546828
0,EFP_3_5_1_k_2_b_1,0.9533313410319052,0.9774746679317652
0,EFP_3_5_1_k_2_b_2,0.9527563517514408,0.976373420840966
0,EFP_3_3_1_k_0.5_b_0.5,0.9533287045217134,0.977594364234466
0,EFP_3_3_1_k_0.5_b_1,0.9532104764638301,0.9769458186602408
0,EFP_3_3_1_k_0.5_b_2,0.9532810249117124,0.9775420970288652
0,EFP_3_3_1_k_1_b_0.5,0.9532422200193398,0.9773094153845164
0,EFP_3_3_1_k_1_b_1,0.9534908218981936,0.977946848638144
0,EFP_3_3_1_k_1_b_2,0.9532374023481704,0.9772170107420888
0,EFP_3_3_1_k_2_b_0.5,0.9532377628082984,0.9777201694055394
0,EFP_3_3_1_k_2_b_1,0.9532032400849628,0.97765381963314
0,EFP_3_3_1_k_2_b_2,0.9533659083717516,0.9775212982949324
0,EFP_3_4_2_k_0.5_b_0.5,0.9530234874505336,0.9773887761056969
0,EFP_3_4_2_k_0.5_b_1,0.9532452487180229,0.9770990650664616
0,EFP_3_4_2_k_0.5_b_2,0.953286300700128,0.9772917007824968
0,EFP_3_4_2_k_1_b_0.5,0.9534345037332684,0.9777421012072952
0,EFP_3_4_2_k_1_b_1,0.9534148737404764,0.9775213704715432
0,EFP_3_4_2_k_1_b_2,0.953310177069547,0.9774130211067604
0,EFP_3_4_2_k_2_b_0.5,0.9532836780620948,0.9773864949910096
0,EFP_3_4_2_k_2_b_1,0.9533190736274256,0.9772998191466904
0,EFP_3_4_2_k_2_b_2,0.9532909346091928,0.9772082722260084
