,efp,auc,ado
0,EFP_1_0_0_k_0.5_b_0.5,0.9470012844636616,0.969027771104598
0,EFP_1_0_0_k_1_b_0.5,0.9438259526636588,0.964009327593276
0,EFP_1_0_0_k_2_b_0.5,0.9465258865345132,0.9676329767427334
0,EFP_2_1_0_k_0.5_b_0.5,0.9472288761986866,0.9688406388986318
0,EFP_2_1_0_k_0.5_b_1,0.9473176082905193,0.969436472193572
0,EFP_2_1_0_k_0.5_b_2,0.9472717820392234,0.9688157396352092
0,EFP_2_1_0_k_1_b_0.5,0.9466807362728128,0.9667850759463666
0,EFP_2_1_0_k_1_b_1,0.946335530786668,0.9667546727718399
0,EFP_2_1_0_k_1_b_2,0.9446291348464924,0.965695899651818
0,EFP_2_1_0_k_2_b_0.5,0.9459472274038052,0.9669956028837908
0,EFP_2_1_0_k_2_b_1,0.9459093350640052,0.9674977998473708
0,EFP_2_1_0_k_2_b_2,0.9455120240966322,0.967452050933196
0,EFP_2_2_0_k_0.5_b_2,0.9468882630528808,0.9679910312105864
0,EFP_2_2_0_k_1_b_2,0.9461689414292772,0.9687893386462858
0,EFP_2_2_0_k_2_b_2,0.9459024973935451,0.968809383290638
0,EFP_2_3_0_k_0.5_b_0.5,0.9471935519653129,0.9690959904546074
0,EFP_2_3_0_k_0.5_b_2,0.9463236745754666,0.9670848641705612
0,EFP_2_3_0_k_1_b_0.5,0.9456255221638634,0.9658216231625948
0,EFP_2_3_0_k_1_b_1,0.9457620462528492,0.9680711863918168
0,EFP_2_3_0_k_1_b_2,0.9462249124981578,0.967610684382147
0,EFP_2_3_0_k_2_b_0.5,0.945651374204288,0.9676224627973032
0,EFP_2_3_0_k_2_b_1,0.945402051424732,0.9679566487851714
0,EFP_2_3_0_k_2_b_2,0.9462003807469804,0.9683890465543861
0,EFP_2_4_0_k_0.5_b_2,0.9456198125024692,0.966495138431774
0,EFP_2_4_0_k_1_b_2,0.9456171395079436,0.9662572511235036
0,EFP_2_4_0_k_2_b_2,0.9454389137235588,0.9664496279966271
0,EFP_2_5_0_k_0.5_b_0.5,0.9469611254017198,0.9685316113285238
0,EFP_2_5_0_k_0.5_b_1,0.9466459606399572,0.9676519765722972
0,EFP_2_5_0_k_0.5_b_2,0.9451155957700932,0.9658233889450326
0,EFP_2_5_0_k_1_b_0.5,0.9449475294433068,0.9667947119461682
0,EFP_2_5_0_k_1_b_1,0.9461729847450971,0.9680431334017202
0,EFP_2_5_0_k_1_b_2,0.9449083644383044,0.9655407126006385
0,EFP_2_5_0_k_2_b_0.5,0.9454459839702386,0.9676491738323384
0,EFP_2_5_0_k_2_b_1,0.9460863092712076,0.9680815710090752
0,EFP_2_5_0_k_2_b_2,0.9448117919630641,0.9653107768098952
0,EFP_3_2_0_k_0.5_b_0.5,0.9473088557942502,0.9691409087159956
0,EFP_3_2_0_k_0.5_b_1,0.9470912278366388,0.9690881063442174
0,EFP_3_2_0_k_0.5_b_2,0.94646367852374,0.9688758734566864
0,EFP_3_2_0_k_1_b_0.5,0.9468720748615864,0.9673143157323228
0,EFP_3_2_0_k_1_b_1,0.9458739014865284,0.9657271577780748
0,EFP_3_2_0_k_1_b_2,0.9461492026026279,0.968066483981992
0,EFP_3_2_0_k_2_b_0.5,0.9459587010946456,0.9680599242778528
0,EFP_3_2_0_k_2_b_1,0.9460691371749836,0.9685780819328976
0,EFP_3_2_0_k_2_b_2,0.9464034185868074,0.9688846073459424
0,EFP_3_3_0_k_0.5_b_0.5,0.9472628990548309,0.9692050702407236
0,EFP_3_3_0_k_0.5_b_1,0.947062452265452,0.9690336529799204
0,EFP_3_3_0_k_0.5_b_2,0.9460099601190742,0.9666601269243861
0,EFP_3_3_0_k_1_b_0.5,0.946411061178028,0.9666256664536578
0,EFP_3_3_0_k_1_b_1,0.9452489194880552,0.966856425356288
0,EFP_3_3_0_k_1_b_2,0.9460792022804928,0.9679725105723948
0,EFP_3_3_0_k_2_b_0.5,0.945981031611743,0.9675882364717424
0,EFP_3_3_0_k_2_b_1,0.9462649273679632,0.968809508175192
0,EFP_3_3_0_k_2_b_2,0.9460984372586658,0.9681791901496988
0,EFP_3_4_0_k_0.5_b_0.5,0.9471782728548774,0.9687756752644602
0,EFP_3_4_0_k_0.5_b_1,0.9466362224867568,0.9686524041218092
0,EFP_3_4_0_k_0.5_b_2,0.9455288012564828,0.9663005475770636
0,EFP_3_4_0_k_1_b_0.5,0.9457004565546601,0.9654970423061924
0,EFP_3_4_0_k_1_b_1,0.9460459493530762,0.9679582760106279
0,EFP_3_4_0_k_1_b_2,0.945421427411038,0.9667454371320396
0,EFP_3_4_0_k_2_b_0.5,0.9460620124722524,0.968050314868319
0,EFP_3_4_0_k_2_b_1,0.9463357655388901,0.9690006718616494
0,EFP_3_4_0_k_2_b_2,0.9457185106677172,0.9675274548398516
0,EFP_3_4_1_k_0.5_b_2,0.9452992438396008,0.9656528221989816
0,EFP_3_4_1_k_1_b_2,0.9454455498098284,0.9662189486193292
0,EFP_3_4_1_k_2_b_2,0.9458996167988236,0.9675958958244748
0,EFP_3_5_0_k_0.5_b_0.5,0.9470997797087184,0.9687917909886016
0,EFP_3_5_0_k_0.5_b_1,0.9459028007218316,0.9672455530491032
0,EFP_3_5_0_k_0.5_b_2,0.9451100308448354,0.9659506861513304
0,EFP_3_5_0_k_1_b_0.5,0.944703451748706,0.965269853319784
0,EFP_3_5_0_k_1_b_1,0.946199717522354,0.968399431442814
0,EFP_3_5_0_k_1_b_2,0.9451158861783676,0.965647189209923
0,EFP_3_5_0_k_2_b_0.5,0.9460873632402034,0.9686043317790052
0,EFP_3_5_0_k_2_b_1,0.9465308425871956,0.9688158644945132
0,EFP_3_5_0_k_2_b_2,0.94510023444358,0.966043658610804
0,EFP_3_5_1_k_0.5_b_0.5,0.9473081327535668,0.9691521444232504
0,EFP_3_5_1_k_0.5_b_1,0.9458683151132502,0.966699312044703
0,EFP_3_5_1_k_0.5_b_2,0.9451246945946896,0.9660410659102976
