Trial-ID,Status,Iteration,batch_size,dense_units_1,dense_units_2,dense_units_3,dropout_0,dropout_1,dropout_2,filter_1,filter_2,filter_3,learning_rate,Objective,accuracy,auc,loss
1,INTERMEDIATE,0,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7215749621391296,0.6599199771881104,0.7215749621391296,0.6171892881393433
1,INTERMEDIATE,1,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7424310445785522,0.6760266423225403,0.7424310445785522,0.6132265329360962
1,INTERMEDIATE,2,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7512897253036499,0.6844800114631653,0.7512897253036499,0.6035231351852417
1,INTERMEDIATE,3,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7553514242172241,0.6870399713516235,0.7553514242172241,0.6088473200798035
1,INTERMEDIATE,4,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7617245316505432,0.6922000050544739,0.7617245316505432,0.6007500290870667
1,INTERMEDIATE,5,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7614972591400146,0.6926266551017761,0.7614972591400146,0.5871105194091797
1,INTERMEDIATE,6,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7620435357093811,0.6903200149536133,0.7620435357093811,0.5931100249290466
1,INTERMEDIATE,7,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7645147442817688,0.6886666417121887,0.7645147442817688,0.5947231650352478
1,INTERMEDIATE,8,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7691181302070618,0.6977333426475525,0.7691181302070618,0.5873608589172363
1,INTERMEDIATE,9,512.0,289.0,201.0,87.0,0.4997960094916582,0.462781930168382,0.16362153091131598,104.0,218.0,44.0,0.0026470425916230345,0.7720342874526978,0.7014133334159851,0.7720342874526978,0.5791054964065552
