,efp,auc,ado
0,EFP_1_0_0_k_0.5_b_0.5,0.95135422080953,0.9737988924735744
0,EFP_1_0_0_k_1_b_0.5,0.9488820930601716,0.9704973716393159
0,EFP_1_0_0_k_2_b_0.5,0.9507821253827634,0.9726571472705168
0,EFP_2_1_0_k_0.5_b_0.5,0.9514363805128632,0.9744157996803376
0,EFP_2_1_0_k_0.5_b_1,0.9514701434631642,0.9738340451143224
0,EFP_2_1_0_k_0.5_b_2,0.9512193758003648,0.9736236999331708
0,EFP_2_1_0_k_1_b_0.5,0.9504940340169986,0.971869154914134
0,EFP_2_1_0_k_1_b_1,0.9501582086583256,0.9712404767869304
0,EFP_2_1_0_k_1_b_2,0.9496941585637226,0.9717883868902316
0,EFP_2_1_0_k_2_b_0.5,0.9500719109782204,0.9723149078190716
0,EFP_2_1_0_k_2_b_1,0.9504335075177028,0.9725622615445072
0,EFP_2_1_0_k_2_b_2,0.9503653141609764,0.9733098349752572
0,EFP_2_2_0_k_0.5_b_2,0.9510960227373442,0.9735244354734148
0,EFP_2_2_0_k_1_b_2,0.9505796403209748,0.9732321150590862
0,EFP_2_2_0_k_2_b_2,0.950298793964562,0.9728184618684528
0,EFP_2_3_0_k_0.5_b_0.5,0.9514898229708368,0.9739406172616198
0,EFP_2_3_0_k_0.5_b_2,0.9507521650251719,0.972628647119321
0,EFP_2_3_0_k_1_b_0.5,0.9500629370565457,0.9713571117007016
0,EFP_2_3_0_k_1_b_1,0.9506093094145116,0.9737036927359412
0,EFP_2_3_0_k_1_b_2,0.9508634313339372,0.9732458924025154
0,EFP_2_3_0_k_2_b_0.5,0.9504250453961236,0.9727081007319192
0,EFP_2_3_0_k_2_b_1,0.9506070889100972,0.9736035433247322
0,EFP_2_3_0_k_2_b_2,0.9506029206293194,0.9733523603109838
0,EFP_2_4_0_k_0.5_b_2,0.9497306368505304,0.9708839190457859
0,EFP_2_4_0_k_1_b_2,0.9500417219085864,0.9715050166153372
0,EFP_2_4_0_k_2_b_2,0.9498836883510936,0.9721517913453258
0,EFP_2_5_0_k_0.5_b_0.5,0.9509016071810616,0.973711633118572
0,EFP_2_5_0_k_0.5_b_1,0.9509888097413356,0.9727448513428288
0,EFP_2_5_0_k_0.5_b_2,0.9497152185436528,0.971345037664512
0,EFP_2_5_0_k_1_b_0.5,0.9504214777394578,0.9733353609002398
0,EFP_2_5_0_k_1_b_1,0.9506280121140024,0.9725727759049568
0,EFP_2_5_0_k_1_b_2,0.9497444604931102,0.9708944634171912
0,EFP_2_5_0_k_2_b_0.5,0.950628879442164,0.9734778241539244
0,EFP_2_5_0_k_2_b_1,0.9505900499709176,0.973729240865981
0,EFP_2_5_0_k_2_b_2,0.9495640378994388,0.9707839215526204
0,EFP_3_2_0_k_0.5_b_0.5,0.9514856973940669,0.9741662951707668
0,EFP_3_2_0_k_0.5_b_1,0.9515124779830648,0.9742575144943544
0,EFP_3_2_0_k_0.5_b_2,0.9503706422259708,0.9728072351834808
0,EFP_3_2_0_k_1_b_0.5,0.9507851957193364,0.9719364969602674
0,EFP_3_2_0_k_1_b_1,0.9498776662379697,0.970603135932284
0,EFP_3_2_0_k_1_b_2,0.9508307314878344,0.9734226634481788
0,EFP_3_2_0_k_2_b_0.5,0.9508583145489821,0.9733978524916604
0,EFP_3_2_0_k_2_b_1,0.9508856510580838,0.9741462657228928
0,EFP_3_2_0_k_2_b_2,0.9507935340648924,0.973663569832438
0,EFP_3_3_0_k_0.5_b_0.5,0.9515099119425858,0.9741285130597984
0,EFP_3_3_0_k_0.5_b_1,0.9512715072740936,0.9736547026879936
0,EFP_3_3_0_k_0.5_b_2,0.9500424323247192,0.9715370990939219
0,EFP_3_3_0_k_1_b_0.5,0.9502650721582688,0.9707597705537588
