Trial-ID,Status,Iteration,batch_size,dense_units_1,dense_units_2,dense_units_3,dropout_0,dropout_1,dropout_2,learning_rate,Objective,accuracy,auc,loss
1,INTERMEDIATE,0,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7510576844215393,0.678324282169342,0.7510576844215393,0.6061501502990723
1,INTERMEDIATE,1,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7546621561050415,0.68336421251297,0.7546621561050415,0.6059885025024414
1,INTERMEDIATE,2,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7521237730979919,0.6848042011260986,0.7521237730979919,0.5969281792640686
1,INTERMEDIATE,3,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7544282674789429,0.6843641996383667,0.7544282674789429,0.5948924422264099
1,INTERMEDIATE,4,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7472535967826843,0.6820975542068481,0.7472535967826843,0.6039655804634094
1,INTERMEDIATE,5,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7432032823562622,0.679750919342041,0.7432032823562622,0.6051410436630249
1,INTERMEDIATE,6,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7441017031669617,0.6807509064674377,0.7441017031669617,0.6014273166656494
1,INTERMEDIATE,7,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7362902760505676,0.6676444411277771,0.7362902760505676,0.6135082840919495
1,INTERMEDIATE,8,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.74086993932724,0.6770576238632202,0.74086993932724,0.6075714826583862
1,INTERMEDIATE,9,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7371906042098999,0.669791042804718,0.7371906042098999,0.6111752390861511
1,COMPLETED,9,256.0,151.0,298.0,290.0,0.4923592223405404,0.22213984073715526,0.18035596368847145,0.0013666119103858691,0.7546621561050415,0.68336421251297,0.7546621561050415,0.6059885025024414
