,efp,auc,ado
0,EFP_1_0_0_k_0.5_b_0.5,0.9510937087752968,0.9741916062674782
0,EFP_1_0_0_k_1_b_0.5,0.9508166147465988,0.9739378344536496
0,EFP_1_0_0_k_2_b_0.5,0.9511659643681576,0.9740922271877898
0,EFP_2_1_0_k_0.5_b_0.5,0.9511047015015128,0.9741107241503544
0,EFP_2_1_0_k_0.5_b_1,0.9514511852174512,0.9746034986589808
0,EFP_2_1_0_k_0.5_b_2,0.9512733044368588,0.974372605187606
0,EFP_2_1_0_k_1_b_0.5,0.9512827595222056,0.9744414777571844
0,EFP_2_1_0_k_1_b_1,0.9516368534424472,0.9750338656837344
0,EFP_2_1_0_k_1_b_2,0.9518803802361624,0.975632446731004
0,EFP_2_1_0_k_2_b_0.5,0.951160794789234,0.9744693763014902
0,EFP_2_1_0_k_2_b_1,0.9514699450680598,0.9749794844902746
0,EFP_2_1_0_k_2_b_2,0.9514677975148452,0.9749329891789934
0,EFP_2_2_0_k_0.5_b_2,0.9513229602089393,0.9746114640910516
0,EFP_2_2_0_k_1_b_2,0.9516126652287686,0.9750426324006244
0,EFP_2_2_0_k_2_b_2,0.9514015121493606,0.9750306032829776
0,EFP_2_3_0_k_0.5_b_0.5,0.9513268454031364,0.9745038024929368
0,EFP_2_3_0_k_0.5_b_2,0.9511532106729452,0.9737738149660105
0,EFP_2_3_0_k_1_b_0.5,0.951758895103462,0.9757223295483204
0,EFP_2_3_0_k_1_b_1,0.9515422639889564,0.9750385893896792
0,EFP_2_3_0_k_1_b_2,0.951466576770155,0.974492614386934
0,EFP_2_3_0_k_2_b_0.5,0.9514212900565452,0.9749561666866818
0,EFP_2_3_0_k_2_b_1,0.9513307834213632,0.9753292107268896
0,EFP_2_3_0_k_2_b_2,0.9514545237713392,0.9749905728278074
0,EFP_2_4_0_k_0.5_b_2,0.9511672819449026,0.9748159997181852
0,EFP_2_4_0_k_1_b_2,0.95145121868947,0.9745334250297626
0,EFP_2_4_0_k_2_b_2,0.951458660037678,0.9743460824995656
0,EFP_2_5_0_k_0.5_b_0.5,0.9512636806794166,0.97456392963309
0,EFP_2_5_0_k_0.5_b_1,0.9513675942181801,0.9747543931423026
0,EFP_2_5_0_k_0.5_b_2,0.9509331999725285,0.9734445328674844
0,EFP_2_5_0_k_1_b_0.5,0.951485343860768,0.974989832288808
0,EFP_2_5_0_k_1_b_1,0.9513495233759608,0.9742075977743084
0,EFP_2_5_0_k_1_b_2,0.9511581322597285,0.9741691892484774
0,EFP_2_5_0_k_2_b_0.5,0.9514353614725028,0.9755799188826104
0,EFP_2_5_0_k_2_b_1,0.9514026643900124,0.9749768823381064
0,EFP_2_5_0_k_2_b_2,0.9513141346439484,0.9742219674504102
0,EFP_3_2_0_k_0.5_b_0.5,0.9510156915551776,0.9740946705010536
0,EFP_3_2_0_k_0.5_b_1,0.9510767869977276,0.9745606864731704
0,EFP_3_2_0_k_0.5_b_2,0.9512341299347056,0.974590105528962
0,EFP_3_2_0_k_1_b_0.5,0.9512376242406816,0.9741411679747264
0,EFP_3_2_0_k_1_b_1,0.9513680986984652,0.9746863616348423
0,EFP_3_2_0_k_1_b_2,0.9509617852446934,0.973459007612992
0,EFP_3_2_0_k_2_b_0.5,0.9513496572800366,0.9747367797420278
0,EFP_3_2_0_k_2_b_1,0.9513076841283006,0.9747359386796494
0,EFP_3_2_0_k_2_b_2,0.9511002798510126,0.9745790801008768
0,EFP_3_3_0_k_0.5_b_0.5,0.9511516566560664,0.9745014823230079
0,EFP_3_3_0_k_0.5_b_1,0.9512166928448448,0.9746079426637162
0,EFP_3_3_0_k_0.5_b_2,0.9513134774195768,0.9748960406582304
0,EFP_3_3_0_k_1_b_0.5,0.9516352550815432,0.9746704103028454
0,EFP_3_3_0_k_1_b_1,0.9516492125614362,0.9746495539413522
0,EFP_3_3_0_k_1_b_2,0.9515122663239928,0.974620691422034
0,EFP_3_3_0_k_2_b_0.5,0.9513687254828198,0.974386954575914
0,EFP_3_3_0_k_2_b_1,0.9512858740999668,0.9749386134935828
0,EFP_3_3_0_k_2_b_2,0.9513310155734944,0.9745374688463482
0,EFP_3_4_0_k_0.5_b_0.5,0.9511460767249108,0.9740642473307672
