Trial-ID,Status,Iteration,batch_size,dense_layers,dense_units,dropout,learning_rate,Objective,accuracy,auc,loss
1,INTERMEDIATE,14,32.0,3.0,139.0,0.14659313693870096,0.0001744079802715771,0.9163932800292969,0.8250133395195007,0.9163932800292969,0.3634551465511322
1,COMPLETED,14,32.0,3.0,139.0,0.14659313693870096,0.0001744079802715771,0.9163932800292969,0.8250133395195007,0.9163932800292969,0.3634551465511322
2,INTERMEDIATE,0,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.6559001803398132,0.6125733256340027,0.6559001803398132,0.667698860168457
2,INTERMEDIATE,1,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.6992759704589844,0.6366533041000366,0.6992759704589844,0.6524736881256104
2,INTERMEDIATE,2,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7201647162437439,0.6412266492843628,0.7201647162437439,0.6403760313987732
2,INTERMEDIATE,3,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7317932844161987,0.6421999931335449,0.7317932844161987,0.6306436657905579
2,INTERMEDIATE,4,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7391040921211243,0.6416000127792358,0.7391040921211243,0.6225097179412842
2,INTERMEDIATE,5,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7441888451576233,0.6423066854476929,0.7441888451576233,0.6156904697418213
2,INTERMEDIATE,6,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7482210993766785,0.6425600051879883,0.7482210993766785,0.6100220680236816
2,INTERMEDIATE,7,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7513647675514221,0.6426799893379211,0.7513647675514221,0.6051210165023804
2,INTERMEDIATE,8,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.753862738609314,0.6427599787712097,0.753862738609314,0.6010033488273621
2,INTERMEDIATE,9,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7561044096946716,0.642853319644928,0.7561044096946716,0.5975334644317627
2,INTERMEDIATE,10,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7579051852226257,0.6434933543205261,0.7579051852226257,0.5944234132766724
2,INTERMEDIATE,11,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7595000863075256,0.6431599855422974,0.7595000863075256,0.5916496515274048
2,INTERMEDIATE,12,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7608773708343506,0.6434666514396667,0.7608773708343506,0.5892611742019653
2,INTERMEDIATE,13,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7621335983276367,0.6443600058555603,0.7621335983276367,0.5870383977890015
2,INTERMEDIATE,14,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7632186412811279,0.6444933414459229,0.7632186412811279,0.585014820098877
2,COMPLETED,14,64.0,1.0,135.0,0.3726990234015709,2.2684301982845734e-05,0.7632186412811279,0.6444933414459229,0.7632186412811279,0.585014820098877
3,INTERMEDIATE,0,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.7837461829185486,0.7338799834251404,0.7837461829185486,0.5123789310455322
3,INTERMEDIATE,1,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.819486677646637,0.7432666420936584,0.819486677646637,0.48687657713890076
3,INTERMEDIATE,2,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.857988178730011,0.7572533488273621,0.857988178730011,0.4632907211780548
3,INTERMEDIATE,3,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8668755888938904,0.7650533318519592,0.8668755888938904,0.44776859879493713
3,INTERMEDIATE,4,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8729166984558105,0.7694399952888489,0.8729166984558105,0.4363037943840027
3,INTERMEDIATE,5,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.879668116569519,0.7850533127784729,0.879668116569519,0.4245786964893341
3,INTERMEDIATE,6,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.888003945350647,0.7900933623313904,0.888003945350647,0.4125761091709137
3,INTERMEDIATE,7,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8898414373397827,0.7916933298110962,0.8898414373397827,0.4100719094276428
3,INTERMEDIATE,8,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8929840922355652,0.7969200015068054,0.8929840922355652,0.4045088291168213
3,INTERMEDIATE,9,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8959677219390869,0.7991600036621094,0.8959677219390869,0.397226482629776
3,INTERMEDIATE,10,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.8953099250793457,0.799560010433197,0.8953099250793457,0.399236261844635
3,INTERMEDIATE,11,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.899869978427887,0.8017333149909973,0.899869978427887,0.393286794424057
3,INTERMEDIATE,12,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.9005139470100403,0.8032933473587036,0.9005139470100403,0.3943222761154175
3,INTERMEDIATE,13,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.9018725752830505,0.8078933358192444,0.9018725752830505,0.3925010859966278
3,INTERMEDIATE,14,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.9048122763633728,0.8103466629981995,0.9048122763633728,0.3858500123023987
3,COMPLETED,14,32.0,3.0,115.0,0.44086948314836766,0.0005192061036781607,0.9048122763633728,0.8103466629981995,0.9048122763633728,0.3858500123023987
4,INTERMEDIATE,0,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.6987817883491516,0.630133330821991,0.6987817883491516,0.6559559106826782
4,INTERMEDIATE,1,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7421861886978149,0.6448533535003662,0.7421861886978149,0.6270740032196045
4,INTERMEDIATE,2,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7565964460372925,0.6395466923713684,0.7565964460372925,0.6065434813499451
4,INTERMEDIATE,3,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7621023654937744,0.6446933150291443,0.7621023654937744,0.5929694175720215
4,INTERMEDIATE,4,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7664639949798584,0.6454933285713196,0.7664639949798584,0.5832647681236267
4,INTERMEDIATE,5,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7688742280006409,0.6552133560180664,0.7688742280006409,0.5760565996170044
4,INTERMEDIATE,6,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7712305784225464,0.6571866869926453,0.7712305784225464,0.5695784091949463
4,INTERMEDIATE,7,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7733457088470459,0.6616799831390381,0.7733457088470459,0.5637902617454529
4,INTERMEDIATE,8,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7751544117927551,0.6669999957084656,0.7751544117927551,0.558259904384613
4,INTERMEDIATE,9,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7774109840393066,0.6736000180244446,0.7774109840393066,0.5527899265289307
4,INTERMEDIATE,10,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7794332504272461,0.6738666892051697,0.7794332504272461,0.547221302986145
4,INTERMEDIATE,11,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7812597155570984,0.6828266382217407,0.7812597155570984,0.5420653223991394
4,INTERMEDIATE,12,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.783937394618988,0.6891066431999207,0.783937394618988,0.5368565917015076
4,INTERMEDIATE,13,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.786348283290863,0.6974266767501831,0.786348283290863,0.5319480299949646
4,INTERMEDIATE,14,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7887590527534485,0.7041333317756653,0.7887590527534485,0.5271739363670349
4,COMPLETED,14,64.0,2.0,83.0,0.11415010564690226,3.5838737512103185e-05,0.7887590527534485,0.7041333317756653,0.7887590527534485,0.5271739363670349
5,INTERMEDIATE,0,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.7178962230682373,0.6376266479492188,0.7178962230682373,0.6347273588180542
5,INTERMEDIATE,1,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.7702781558036804,0.7008799910545349,0.7702781558036804,0.5486571192741394
5,INTERMEDIATE,2,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.7835783362388611,0.7386533617973328,0.7835783362388611,0.5117877125740051
5,INTERMEDIATE,3,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.7919266819953918,0.7448133230209351,0.7919266819953918,0.500026524066925
5,INTERMEDIATE,4,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.7971834540367126,0.7437199950218201,0.7971834540367126,0.49640119075775146
5,INTERMEDIATE,5,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8058100342750549,0.7466266751289368,0.8058100342750549,0.4892925024032593
5,INTERMEDIATE,6,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8163736462593079,0.7479199767112732,0.8163736462593079,0.4853299558162689
5,INTERMEDIATE,7,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8253110647201538,0.7509333491325378,0.8253110647201538,0.4782990515232086
5,INTERMEDIATE,8,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8345401287078857,0.7521733045578003,0.8345401287078857,0.47288864850997925
5,INTERMEDIATE,9,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8385248184204102,0.7517333626747131,0.8385248184204102,0.47043681144714355
5,INTERMEDIATE,10,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8474540710449219,0.7541866898536682,0.8474540710449219,0.46596068143844604
5,INTERMEDIATE,11,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8526992797851562,0.7571733593940735,0.8526992797851562,0.4593973457813263
5,INTERMEDIATE,12,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.858894944190979,0.7599066495895386,0.858894944190979,0.45548421144485474
5,INTERMEDIATE,13,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.860462486743927,0.7581866383552551,0.860462486743927,0.4541104733943939
5,INTERMEDIATE,14,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8661526441574097,0.7631199955940247,0.8661526441574097,0.44860130548477173
5,COMPLETED,14,64.0,5.0,29.0,0.19285738930927226,0.0003290483891056942,0.8661526441574097,0.7631199955940247,0.8661526441574097,0.44860130548477173
6,INTERMEDIATE,0,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.8609914779663086,0.7681333422660828,0.8609914779663086,0.44680172204971313
6,INTERMEDIATE,1,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.8917691707611084,0.7978533506393433,0.8917691707611084,0.4031603932380676
6,INTERMEDIATE,2,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.904219388961792,0.8084533214569092,0.904219388961792,0.38236281275749207
6,INTERMEDIATE,3,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9137935042381287,0.8229866623878479,0.9137935042381287,0.3661033809185028
6,INTERMEDIATE,4,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9208492040634155,0.8280266523361206,0.9208492040634155,0.3598451018333435
6,INTERMEDIATE,5,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.924838662147522,0.8381066918373108,0.924838662147522,0.34617215394973755
6,INTERMEDIATE,6,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9301782250404358,0.8463066816329956,0.9301782250404358,0.33439022302627563
6,INTERMEDIATE,7,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9338525533676147,0.8495200276374817,0.9338525533676147,0.3262106776237488
6,INTERMEDIATE,8,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9349318742752075,0.8533333539962769,0.9349318742752075,0.3220139741897583
6,INTERMEDIATE,9,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9383337497711182,0.8572933077812195,0.9383337497711182,0.3162781596183777
6,INTERMEDIATE,10,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9405688643455505,0.8574533462524414,0.9405688643455505,0.31220436096191406
6,INTERMEDIATE,11,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9369984865188599,0.8492266535758972,0.9369984865188599,0.32424962520599365
6,INTERMEDIATE,12,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9441214203834534,0.8642399907112122,0.9441214203834534,0.30072543025016785
6,INTERMEDIATE,13,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9427158236503601,0.862613320350647,0.9427158236503601,0.3050369918346405
6,INTERMEDIATE,14,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9446403384208679,0.8648666739463806,0.9446403384208679,0.30016249418258667
6,COMPLETED,14,32.0,4.0,101.0,0.0883552452069678,0.0008965451757671136,0.9446403384208679,0.8648666739463806,0.9446403384208679,0.30016249418258667
7,INTERMEDIATE,0,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.8786823749542236,0.7824933528900146,0.8786823749542236,0.424426794052124
7,INTERMEDIATE,1,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.8950441479682922,0.7983733415603638,0.8950441479682922,0.39857378602027893
7,INTERMEDIATE,2,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9016910195350647,0.8080533146858215,0.9016910195350647,0.385968416929245
7,INTERMEDIATE,3,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9143290519714355,0.8263733386993408,0.9143290519714355,0.3732779920101166
7,INTERMEDIATE,4,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9225976467132568,0.8353466391563416,0.9225976467132568,0.35090869665145874
7,INTERMEDIATE,5,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9272301197052002,0.8431733250617981,0.9272301197052002,0.34198692440986633
7,INTERMEDIATE,6,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9292938709259033,0.8479333519935608,0.9292938709259033,0.3380967080593109
7,INTERMEDIATE,7,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9314401745796204,0.8463866710662842,0.9314401745796204,0.33365675806999207
7,INTERMEDIATE,8,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9325902462005615,0.8507466912269592,0.9325902462005615,0.3280312418937683
7,INTERMEDIATE,9,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.937912106513977,0.8571733236312866,0.937912106513977,0.31797727942466736
7,INTERMEDIATE,10,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9382029175758362,0.8605200052261353,0.9382029175758362,0.3192768096923828
7,INTERMEDIATE,11,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9405829906463623,0.8615599870681763,0.9405829906463623,0.3116951584815979
7,INTERMEDIATE,12,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9438732266426086,0.8620933294296265,0.9438732266426086,0.3061946928501129
7,INTERMEDIATE,13,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9422054290771484,0.8636000156402588,0.9422054290771484,0.305764377117157
7,INTERMEDIATE,14,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9441853165626526,0.8680266737937927,0.9441853165626526,0.3031902015209198
7,COMPLETED,14,32.0,4.0,101.0,0.09685029129660142,0.0009194979635927782,0.9441853165626526,0.8680266737937927,0.9441853165626526,0.3031902015209198
