Trial-ID,Status,Iteration,batch_size,dense_units_1,dense_units_2,dense_units_3,dropout_0,dropout_1,dropout_2,learning_rate,Objective,accuracy,auc,loss
1,INTERMEDIATE,0,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.7628798484802246,0.6581645607948303,0.7628798484802246,0.5897037386894226
1,INTERMEDIATE,1,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.7817586064338684,0.6949374079704285,0.7817586064338684,0.556450366973877
1,INTERMEDIATE,2,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.7994683384895325,0.7349901795387268,0.7994683384895325,0.5186903476715088
1,INTERMEDIATE,3,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.8229066729545593,0.7484700083732605,0.8229066729545593,0.4933461844921112
1,INTERMEDIATE,4,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.8519031405448914,0.764256477355957,0.8519031405448914,0.47745436429977417
1,INTERMEDIATE,5,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.8560709953308105,0.7614032030105591,0.8560709953308105,0.46637222170829773
1,INTERMEDIATE,6,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.863488495349884,0.7672964334487915,0.863488495349884,0.45147740840911865
1,INTERMEDIATE,7,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.8643143177032471,0.7695230841636658,0.8643143177032471,0.4509804844856262
1,INTERMEDIATE,8,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.8722437024116516,0.7729363441467285,0.8722437024116516,0.4378133714199066
1,INTERMEDIATE,9,512.0,278.0,75.0,345.0,0.13849865721148746,0.033466527219771613,0.2743731238266309,0.0003825210006579622,0.874339759349823,0.7755230069160461,0.874339759349823,0.43547528982162476
